,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
1176,This place is home,5.0,"Literally. Akamai is home. From working at home, or being made to feel at home by some awesome colleagues. 

Akamai is a great place to work, the team spirit reaches across the companies global locations - a team spirit permeating from the workforce of really clever people.  The learning curve is steep and hard - but rewarding for those that stick it out. Once training is over, you are thrown into the deep and thrown in hard - sink or swim time. If you survive your first year at Akamai, you will do great and can make it what you want. If you can't put in that effort or go the extra mile, well you cant make your time at Akamai what you want - you can see some of those people by looking for the negative reviews here. But I advise you don't :P

Career choices are awesome, there is constant room for team moves, advancement and the company places a huge emphasis on investing in people with both internal and external training. Put in the work, this company rewards you.

Flexible working? Oh yes please. Best flexible working company ever. Brilliant if you have families or medical commitments you need to work around or be around for. 

Salaries are normally at the higher and of market rates, if not over (especially for those with tenure). Benefits package is great; Stock, matched pension to 6%, stock investment scheme with a guaranteed minimum 15% return... though the private medical insurance lets the company down as its so cheap 

Family days, ""bring your children to work"" days, team events, free cooked lunch and breakfast on select days each week","-The steep learning curve, ""drink from the firehose"" training and ""thrown in the deep end"" from first assignments is not suited to everyone, though i found it fine. 

- UK medical insurance provider is rated one star and has a significant amount of negative reviews online. 

-Apparently some managers can be difficult to work for, but thats not been my experience. 

-The christmas party is always woefully under budgeted for the workforce size and company status (one year it was drinks and nibbles at a bowling alley)",2 people found this review helpful,2016-08-12,  ,London," England, England",Current Employee,
1177,Very poor management,1.0,"Great benefits assuming your manager doesn't undercut or remove access to them, akamai name looks good on resume","Sub par pay
Lack of leadership among management in Ft Lauderdale office
HR Department non-responsive to complaints
No response to transfer requests
Claims to welcome ideas, doesnt
Lies during recruitment 
Manager can cut some perks purported to be available (akamai anywhere)
Lack of feedback from immediate management team
Lies in employee review and readiness evals, hr disregards complaints about this",16 people found this review helpful,2016-08-10, Software Engineer II ,Davie, FL,Current Employee, more than 1 year
1178,Poor middle level management,3.0,"You get to work with best minds.
Good pay and facilities .","Middle level management is worst. No recognition for true work , one with the loud voice takes all the credit.
No work life balance.",3 people found this review helpful,2016-08-10,  ,Bangalore,,Current Employee, more than 3 years
1179,Ops,5.0,"Good work culture, flexibility, good compensation",Actual job is not challenging.,1 person found this review helpful,2016-08-09, Operations Analyst ,Bangalore,,Former Employee, more than 1 year
1180,Great place to work,5.0,The people and the culture are its strongest assets.,Not enough operational efficiencies like processes and adherence.,Be the first to find this review helpful,2016-08-05,  ,,,Current Employee, more than 1 year
1181,software engineer,5.0,Culture encourages asking questions and learning.,There's a lot of company specific knowledge to learn once you onboard.,Be the first to find this review helpful,2016-08-04, Intern ,Boston, MA,Current Employee, less than 1 year
1182,"Akamai = intelligence, wit, smart & clever",5.0,"- the most intelligent people I have ever met in a single company
- has a wide range of portfolio working for biggest IT players
- always dependable technically, thanks to the algorythm invented when internet was becoming popular
- Hawaiian heritage & spiritualty, team spirit
- strong personal growth (only at the right department) 
- office atmosphere is both lazy and productive, space for creativity","- working hours can be streching beyond regular time
- depending on department, one might end getting stuck in career path
- not always cohesive in terms of strategy and choice of systems",Be the first to find this review helpful,2016-08-02, Solutions Architect ,Kraków,,Current Employee, more than 1 year
1183,principal business analyst,4.0,"Great culture, world famous scientists and engineers who will give you their time.
Innovative and forward looking senior management.",none to speak of now,Be the first to find this review helpful,2016-08-02, Principal Business Analyst/Project Manager ,Boston, MA,Former Employee, more than 1 year
1184,Great,5.0,"smart people, competitive benefits, great culture","company performance is lacking, however, I think long term we're in the right industry.",Be the first to find this review helpful,2016-08-01,  ,Cambridge, MA,Current Employee, more than 3 years
1185,Increased hiring is decreasing standards,3.0,Good product company that is a shade below the likes of Microsoft/Amazon(in terms of work and pay). Pay is competitive and meritocratic.,"Increased hiring has diluted the average standard of employees. 
Company is sales driven and product innovation suffers
many missed opportunities to get into consumer markets",1 person found this review helpful,2016-07-30, Anonymous Employee ,,,Current Employee,
1186,Software Engineer,5.0,Great working environment! The company is led by a group of strong management who truly believes in the company! The work force consists a group of intelligent and hard-working individuals.,"Some projects can get really stressful. Company is getting a little bit too big in the last 4 years, there is definitely more politics involved in different projects. Many group will put personal gain before what's the best for the company.",Be the first to find this review helpful,2016-07-28, Anonymous Employee ,,,Current Employee,
1187,Sr. Recruiter,5.0,Fantastic technology and an equally encouraging environment to brings ideas to the table. They are remarkable in how a billion dollar company can do so much to feel an individual contributor feel empowered to make an impact.,"They can sometimes default to being a little too conservative financially, but they are very open about communicating with employees. The Quarterly All Hands meetings put the cards on the table and they are always previewing technical products that are around the corner.",3 people found this review helpful,2016-07-27, Senior Recruiter ,Cambridge, MA,Current Employee, more than 5 years
