,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
1596,Senior Software Engineer,3.0,"Diagnostics Team in AMD
- Good Work - got to work cutting edge technologies
- Hardware validation work is really Good","- Managers are worthless (including senior managers)
 - Managers don't own the team- they are working as zombies..
 - Team activites have gone down compared to few years back.",Be the first to find this review helpful,2013-05-01, Senior Software Engineer ,Bangalore,,Current Employee, more than 1 year
1597,Current Employee,1.0,Great work life balance. Slackers and politically correct folks can get paid for doing nothing.,Many bad managers that are ready to throw their resources under the bus. No focus on training or career development. Your manager will try to supress your growth to save his/her job. Redundancies in processes across organization.,1 person found this review helpful,2013-04-28,  ,,,Former Employee,
1598,Good Work Culture,5.0,"Flexible work hours, great working environment",I dont see any cons with AMD,Be the first to find this review helpful,2013-04-26, Senior Design Engineer ,Hyderābād,,Current Employee, more than 1 year
1599,Study and explore everything you like,4.0,"Products are over CPU, GPU and chipset and from low-end to high-end.","Everyone is in charge of the small part, repeat and boring jobs.
If you need to expand the field of vision, you need work hard and spend lots of leisure time.",Be the first to find this review helpful,2013-04-25, Senior Hardware Engineer ,Shanghai," Shanghai, Shanghai",Current Employee, more than 5 years
1600,Nice projects but bad people,2.0,"Projects are good
good learning environment, i learnt many new things","senior management is filling it's own pockets there by eating the company. Lot of groupism and partisanship.
If you are a sycophant you can become VP of the company. In hyderabad only telgus are preferred.",1 person found this review helpful,2013-04-25, Senior Design Engineer ,Hyderābād,,Former Employee, more than 3 years
1601,Nice place to work,4.0,"Good Projects.
Always driven to new things
Open to junior engineers also
Good work life balance","Financial condition draining some good talent
Internal politics
BU driven",Be the first to find this review helpful,2013-04-23, Verification Engineer ,Bangalore,,Current Employee, more than 3 years
1602,Good starting company,2.0,"you do get to see a lot of different part of the design
you have a lot of freedom to try different things one you have proved yourself
most of the engineers are awesome",management is not really on top of their game; many miss steps over the last 5-6 years,Be the first to find this review helpful,2013-04-20, Design Engineer ,Sunnyvale, CA,Current Employee, more than 5 years
1603,no idea where are going,2.0,"none really, unless you are looking for an H1B visa which they will use to lock you in",management has no clue where to go and is in cost cutting everything mode. Most benefits are gone,Be the first to find this review helpful,2013-04-18, Anonymous Employee ,,,Current Employee, more than 1 year
1604,great spirit,4.0,"great people, high  motivated experts",management is has no experience,Be the first to find this review helpful,2013-04-18, Marketing Manager ,München," Bavaria, Bavaria",Former Employee, more than 10 years
1605,Good for ladies,2.0,"- Best Place for Ladies
- Best Place to do your other personal goals (like doing MS, MBA, Research, Hobby)
- Best Place if you want to just keep going without goals","- Francly No in India has power (they will project, as if they know everything)
- All the Managers are Engineering (So they learn from MBA books and think they can manage)
- World's Best MircoManagment!
- NO one knows, where the company is goin...
- Frequent Layoff (yearly twice)",Be the first to find this review helpful,2013-04-15, Manager ,Bangalore,,Former Employee, more than 5 years
1606,"A good company to work at, until you come under the axe.",4.0,Positive work environment when it comes to work.,Lot of groupism. Training is poor.,Be the first to find this review helpful,2013-04-14, Design Engineer ,Bangalore,,Current Employee, more than 1 year
1607,Decent Experience,3.0,"Great atmosphere, good team to start of my career",Put additional effort to pick up something and not much work effectively,Be the first to find this review helpful,2013-04-14, Software Development Engineer II ,Bangalore,,Current Employee, less than 1 year
1608,"Execellent people value, superb technical strength",3.0,"Best CAD flows, great products",Improving Managememt team could have been better,Be the first to find this review helpful,2013-04-13," Senior Manager, ASIC Layout Design ",Toronto, ON,Current Employee, more than 5 years
1609,"Learning, good/bad/ugly",3.0,There were some very smart people to work with and learn from when i started at AMD,"All the good people left and we started hiring big names who came there because they did something in their previous job. Gave them large salaries, big positions and took all motivation away from them to work and prove something anymore ..",Be the first to find this review helpful,2013-04-11, Smts ,Sunnyvale, CA,Former Employee, more than 10 years
1610,Sr. Software Development Engineer,4.0,AMD has good working environment  and team members.,"at Shanghai , AMD has slow response time about customer report issue.
because some decisions need be approved by CA",Be the first to find this review helpful,2013-04-08,  ,,,Current Employee,
